x [kpc]	y [kpc]	MF814W
330.48585	4.03378	-7.68943
319.40828	4.52922	-8.83837
513.11930	-68.20134	-7.01847
335.19964	-20.76073	-7.63385
335.19964	-20.76073	-10.42558
332.11789	19.36931	-7.09214
394.77820	25.06427	-8.72587
392.63502	25.18608	-7.96096
700.35297	-183.97331	-7.62618
279.22892	-210.10843	-8.59140
282.61556	-206.61792	-7.37409
351.58285	26.54163	-7.75677
231.43634	-84.77809	-8.60516
272.22548	-46.06787	-7.81638
504.14605	-14.09506	-8.57323
299.38734	18.98671	-9.46318
255.16076	-229.26028	-7.36273
293.93823	-77.62594	-7.92976
246.34593	-153.48608	-8.39524
332.02523	-92.26128	-8.87181
268.70134	26.38321	-8.47451
281.94301	-268.51601	-6.92520
176.69114	20.83396	-7.77953
614.98752	18.98073	-8.00074
291.45729	11.60963	-7.28801
368.99729	11.61934	-7.81550
381.87729	9.30130	-9.16705
347.72094	-34.18324	-7.38995
308.27989	-109.49862	-7.85059
295.30425	-108.38369	-8.54184
689.81343	21.53939	-7.57028
255.34608	-475.49262	-7.63600
282.66936	-27.49964	-8.17865
226.54918	-36.77479	-7.51497
691.52618	-154.46949	-7.56021
664.63333	-178.61761	-8.14269
393.44806	-0.30638	-9.41068
387.66417	2.59079	-8.03773
400.61291	21.96384	-7.86030
378.44282	28.60186	-8.00240
348.99729	22.79182	-7.22351
339.23193	19.80646	-7.18986
342.94139	8.26708	-9.00355
345.38049	19.79600	-9.87978
348.82392	11.32043	-8.27831
343.00117	22.05202	-7.44643
335.57328	2.17456	-8.71719
380.88192	13.40831	-8.38081
304.19081	-54.24527	-7.35104
309.39781	-58.99793	-7.96716
328.04077	13.25438	-7.45306
319.36045	8.10716	-8.53684
321.48868	8.46809	-7.38631
322.99817	9.19220	-8.22851
325.98726	19.97161	-8.68706
320.66369	17.70065	-8.41018
323.54518	20.27351	-8.52330
356.28469	8.27380	-7.80068
356.78088	11.34435	-7.66956
308.75217	16.64550	-10.97809
312.96081	23.69303	-9.63981
317.24417	15.86609	-8.20183
317.78221	22.73503	-8.10296
311.87876	17.87775	-7.83338
230.47684	-65.60606	-7.92299
440.46945	0.85563	-7.43365
411.46929	-3.28501	-7.31177
339.04062	23.65193	-8.51805
340.64876	21.70528	-7.85847
624.69011	-221.83538	-7.58025
659.00487	-150.00379	-7.68630
669.02430	-158.68112	-7.62530
677.44457	-152.06851	-8.01478
682.38255	-155.36697	-7.56559
681.71299	-152.06925	-8.78263
680.55921	-146.90336	-7.34285
679.38150	-151.99453	-8.23365
679.39645	-151.35112	-7.54929
680.41872	-151.30479	-7.96636
686.59418	-148.53689	-7.73199
675.40601	-151.13441	-7.25153
423.53326	27.04679	-7.50160
313.40618	-14.51054	-8.62796
308.68641	-17.47423	-7.97030
292.41977	-29.01212	-8.01475
397.13062	1.78673	-9.10146
389.79539	-0.87580	-7.40131
316.71510	6.36153	-7.89193
313.46895	-4.58676	-7.79168
338.64606	-47.87477	-6.99281
330.89236	23.49949	-7.86897
326.87204	-0.59632	-8.73411
342.00281	-3.28800	-7.03058
276.39825	-215.43499	-7.46426
278.36507	-219.63690	-8.15640
281.02237	-219.20797	-8.24355
355.63606	-87.90468	-7.75859
329.09293	28.35526	-7.91676
331.00894	24.77807	-10.38346
330.65025	27.68421	-8.74961
333.72303	30.25184	-7.66272
334.16841	30.72113	-8.95448
302.36149	-8.54656	-7.74383
288.47118	-8.30967	-7.82674
311.72631	-6.36527	-7.31857
310.91328	-0.30638	-7.97292
309.82824	-0.20401	-7.65702
312.72766	2.45703	-7.36307
308.29484	3.76850	-11.14530
301.37210	0.33029	-7.39877
293.40318	10.98715	-9.00700
326.50139	-46.78973	-6.99200
265.63752	254.56294	-7.16140
336.02463	217.75901	-9.53659
361.41696	57.69469	-9.26454
355.81540	48.11241	-7.66957
352.17170	47.14095	-8.12428
369.06604	55.27277	-8.00129
371.90269	37.66927	-7.34825
383.06694	34.41863	-7.31156
381.47974	32.60575	-7.66442
367.68508	35.29220	-7.77733
288.25896	96.25620	-7.27003
239.28270	93.76778	-8.13378
322.79193	69.95220	-7.09073
327.68208	78.69305	-7.40643
330.74889	59.18699	-8.65279
426.42969	94.89243	-7.36314
397.16350	63.21180	-7.98598
399.48303	67.00346	-7.74228
458.02139	63.14679	-7.35125
504.14306	69.43509	-7.83441
361.81750	258.43755	-7.54106
526.23543	125.12260	-7.30753
297.85394	45.23466	-8.84213
293.92329	55.21000	-7.30787
311.91761	54.20866	-7.34086
304.69298	43.47782	-8.40583
302.59763	69.84459	-8.03164
309.37390	38.93216	-7.92327
287.56250	71.21659	-8.06068
300.46342	73.82980	-10.38908
392.25840	65.52386	-9.45520
355.29231	49.07788	-8.51648
327.94512	33.78943	-7.60554
325.55684	34.91931	-7.68504
319.43219	32.70813	-7.12496
322.24492	46.10822	-7.99358
321.15092	55.33928	-7.88154
328.81196	50.87209	-8.43058
338.74769	54.95743	-7.78043
344.01746	52.55270	-8.53086
341.27646	45.47977	-8.20876
342.72020	31.21508	-8.26851
297.70748	50.28249	-9.79170
297.47732	41.90855	-7.45348
390.11821	76.64403	-8.97053
274.13550	48.18116	-8.16509
355.05020	33.58244	-7.57059
352.27034	35.34899	-7.30967
358.72678	40.10463	-7.84540
361.06126	35.08072	-7.24312
356.28469	63.39339	-7.98667
362.11043	66.21434	-7.70331
355.85725	60.18684	-7.84606
370.65026	58.78496	-8.22391
372.11492	76.51550	-7.61524
360.12866	83.59067	-8.61998
354.38961	77.51385	-7.29143
353.12522	88.93143	-7.39981
675.91715	378.62217	-7.09952
676.15627	378.02808	-8.29803
676.22801	377.60588	-8.91444
676.59268	377.22252	-8.03460
342.20308	36.61861	-7.96417
376.05454	62.89645	-7.67737
361.75473	71.32643	-9.85016
356.38931	89.93427	-8.04905
369.23044	47.62070	-7.64909
382.13435	68.29998	-9.45901
347.49078	82.69918	-9.27777
318.03329	74.72578	-7.70074
324.66310	77.15815	-7.79257
336.82272	69.78556	-7.24182
343.80524	50.39383	-9.53777
346.12178	43.54956	-7.49324
319.79686	44.85803	-8.46320
326.74649	55.38337	-7.62220
332.55131	48.64970	-7.42250
330.60840	44.16681	-7.57163
237.20828	32.63788	-7.33518
277.95257	32.54597	-7.48662
226.39374	33.44942	-7.10943
454.96355	39.48514	-7.93771
218.72673	147.67903	-7.43903
247.96601	129.35440	-7.93148
349.17962	33.32239	-7.39171
357.74934	107.15891	-7.19315
375.13689	96.71054	-7.61192
336.48794	31.52146	-7.90468
335.44176	33.01750	-7.53673
333.25972	35.07026	-7.60687
327.12013	31.57078	-9.45028
331.86083	31.61113	-7.46940
334.11161	37.77389	-10.16674
329.73558	49.30954	-10.45995
327.88534	45.66808	-7.59833
331.68746	40.97296	-7.99339
322.86964	44.64805	-7.78460
322.73812	43.04665	-7.60963
321.36314	41.88314	-8.38164
323.32100	45.96923	-7.36494
321.55444	47.65358	-8.72715
408.85084	111.05369	-7.37916
396.13525	52.96146	-7.61571
391.72634	40.90272	-8.10711
314.06378	43.70051	-8.09527
301.47373	49.32523	-8.67943
310.96110	47.52879	-9.34289
313.37330	52.39727	-7.50456
331.12252	58.93591	-8.52449
373.12224	41.99673	-8.79255
202.22694	79.94996	-8.84658
329.80433	67.39429	-8.24940
334.63172	74.03455	-7.60505
321.29738	76.89735	-9.65847
329.53233	75.30417	-7.53400
346.44759	72.78436	-7.35341
334.76025	61.63356	-7.79349
338.48764	59.38502	-8.72343
259.62347	71.33764	-7.33616
254.97543	49.91632	-8.46904
277.52513	43.98597	-7.46837
278.48463	48.22226	-7.19509
346.13972	143.60564	-9.78895
393.33746	73.45840	-7.51563
300.66668	47.29489	-7.65337
297.75829	32.58632	-7.49164
201.26745	356.43116	-8.17124
266.71359	51.08207	-7.84328
665.51511	377.71049	-7.30832
665.51511	377.71049	-7.94368
678.17391	377.15676	-7.67692
412.14482	173.78799	-7.38856
448.78809	56.57901	-8.16765
349.57119	68.93890	-8.94250
339.35149	65.10165	-7.25158
351.26302	64.92978	-7.27966
321.83841	72.14096	-8.50545
325.12641	73.26785	-8.25558
277.42948	140.03293	-8.59136
371.86383	39.39547	-8.74377
382.31668	36.66643	-7.80518
378.37407	43.53088	-7.45168
374.08473	53.71396	-7.77286
384.64220	49.40444	-7.61620
371.08667	56.20163	-7.48037
364.92316	53.13109	-7.79334
351.69345	49.18325	-7.80164
361.87130	48.92469	-7.56700
355.56731	35.03439	-12.02309
353.88744	57.04829	-8.33018
366.39977	49.76762	-7.02736
368.20817	51.01257	-7.30934
353.12223	51.00136	-8.58596
359.78492	44.57407	-9.02415
357.94662	41.47289	-7.69400
479.80588	37.86057	-7.19878
463.80827	53.98149	-7.38521
390.90135	116.02007	-7.48414
552.74568	89.70187	-7.72701
367.54758	110.91097	-8.47670
354.09369	154.78484	-7.69348
434.64072	87.38533	-8.24681
412.71873	110.02395	-8.45553
303.32099	36.87866	-7.31229
670.74004	376.29068	-8.15722
683.46460	382.81437	-7.25355
674.91879	381.68897	-7.40207
322.87263	34.99553	-9.41860
330.93421	38.77299	-7.55029
251.24804	66.59919	-8.18695
347.98100	32.45779	-8.68861
344.74381	34.61517	-7.97870
343.57209	38.56077	-7.70021
342.55281	34.38800	-7.31667
343.00715	37.47872	-7.48998
340.49332	35.25633	-7.74498
335.32518	35.39532	-10.03187
336.22789	36.72995	-9.70042
336.78386	38.16994	-8.49734
337.79118	38.49725	-8.27534
335.44176	40.92065	-7.69601
326.84513	35.59111	-7.87332
331.31980	36.72472	-7.40452
322.44519	33.55479	-7.61952
322.97426	36.65149	-7.25709
676.80192	376.73381	-7.75465
675.27150	376.09115	-7.90019
677.47446	376.58062	-7.86419
677.75544	374.57120	-7.63536
676.61361	376.62545	-7.87092
306.42964	87.85312	-7.94827
309.43667	81.44301	-6.90342
306.77040	75.15172	-7.96133
308.28587	61.19267	-7.49690
306.44459	59.92679	-7.59176
397.80017	65.90049	-9.29558
306.41171	31.19565	-7.62667
306.99159	33.15051	-8.34249
303.25523	32.93679	-6.90470
314.61078	37.23436	-9.40955
315.11594	33.34032	-7.13969
277.57894	68.68483	-12.15591
268.15134	61.82935	-8.97317
308.29185	101.10600	-7.36992
306.50138	104.70337	-7.30761
344.27751	45.37365	-7.56994
346.00820	51.44823	-10.45211
345.53891	57.53925	-7.45167
335.05019	52.40474	-7.52159
335.08606	45.66957	-9.09030
337.97950	48.29474	-9.20414
339.97920	41.83158	-8.32037
343.73350	48.93291	-8.01473
346.73156	38.34555	-8.71431
350.83259	36.82336	-7.79640
292.74558	197.46308	-7.21619
347.74187	127.68201	-7.43864
322.62753	95.39609	-7.24525
325.48510	108.08852	-8.03209
325.48510	108.08852	-7.71655
351.30486	97.33003	-7.04792
372.83529	86.60592	-7.96689
383.72156	67.09164	-7.44589
384.45687	60.89152	-7.23976
356.84365	63.46288	-7.30082
361.08816	67.50189	-8.26675
301.34520	81.15830	-7.55525
297.28601	76.90333	-8.64524
312.76353	67.61174	-7.64514
317.20830	64.85281	-7.54249
287.07827	66.31149	-7.60991
508.13350	54.96789	-7.26638
472.71875	69.54643	-7.28921
296.78385	45.22121	-10.35858
314.55399	48.42701	-7.27063
312.33310	49.11151	-8.34963
531.75628	57.78585	-8.46261
365.27289	41.42880	-9.54284
362.29575	47.10434	-7.50480
352.05513	42.77539	-7.74020
357.08278	44.34466	-9.36071
361.14495	56.39593	-7.26249
315.17871	110.21152	-9.09942
479.28279	262.60060	-8.34191
477.53118	262.93688	-8.82132
480.49038	262.29198	-7.84513
479.49203	262.09545	-7.61348
477.31597	260.72046	-7.80924
476.69125	261.44084	-7.48630
366.64488	70.42597	-9.15319
352.27034	59.86850	-7.38615
381.14197	67.97267	-7.65214
282.79191	32.39128	-8.67041
477.36977	270.72122	-7.17933
477.16353	267.79938	-7.01113
480.01512	268.50555	-7.29481
483.33002	271.03507	-7.57664
479.79393	264.56817	-8.10698
481.21374	267.14477	-7.73830
479.62953	265.90728	-7.07617
379.53085	37.15664	-7.50795
363.35090	51.40190	-7.41299
174.38057	90.00153	-8.50932
297.79416	100.57469	-7.51701
245.89457	92.11855	-7.33608
245.89457	92.11855	-8.50998
295.72272	195.02473	-7.26759
341.23761	44.00839	-7.13049
337.83901	41.09327	-8.91574
346.42667	44.81170	-8.01775
345.49108	42.86132	-8.76740
379.19906	84.41716	-7.11730
565.91262	121.58053	-8.66598
565.84089	121.48936	-7.74861
567.81966	120.77721	-7.00654
567.81966	120.77721	-8.79187
567.11424	121.22258	-7.02483
566.81533	120.93339	-7.43051
567.05745	120.82055	-7.56968
569.14084	121.32720	-8.42245
569.39492	120.93787	-9.56176
568.76422	121.74791	-8.24692
569.29030	121.59995	-7.62040
568.76422	122.75972	-8.56127
568.21124	121.32122	-7.65263
566.28028	121.62910	-8.37622
566.54631	120.84895	-7.54422
567.61043	123.57574	-7.02929
562.90560	122.00871	-7.41050
239.58161	298.09979	-8.54281
239.18108	299.18857	-8.16645
237.53110	299.23116	-9.44582
234.99336	299.96648	-7.33592
235.66292	299.60630	-7.29485
235.02026	301.18528	-8.22490
236.87948	299.28273	-7.48451
236.94524	298.98456	-7.71516
238.06017	298.21712	-9.25545
237.96750	298.88518	-7.62313
344.44490	33.14528	-9.85026
349.81331	33.75805	-8.44603
347.00356	34.62862	-7.70821
344.51963	36.49829	-7.52567
343.93676	37.80752	-9.73980
339.94632	39.88493	-9.86053
341.01940	39.95443	-8.06663
342.53487	40.12257	-8.17216
340.03300	38.65044	-8.63967
377.54012	142.97046	-7.10513
400.45748	90.16294	-7.31969
307.39811	107.55721	-7.90555
313.67819	91.78452	-7.63383
319.19904	121.06042	-7.79547
331.61572	95.90872	-7.32093
316.47299	41.32343	-7.47873
305.89758	46.41983	-8.18994
308.55190	44.28488	-8.28283
304.94406	45.35796	-7.98633
302.46013	51.34212	-7.24855
306.26225	43.68706	-8.16297
572.58129	119.45304	-10.27752
325.78998	49.11151	-10.13885
322.75008	49.18997	-7.37799
457.75536	85.00825	-7.61051
457.75536	85.00825	-7.11791
479.65942	265.44398	-8.24968
480.20642	265.68609	-7.48838
479.48007	265.79594	-8.40697
478.66106	267.05584	-7.56332
479.21404	266.29437	-7.19363
479.25589	264.91864	-7.56236
478.81649	264.96647	-10.10666
478.81649	264.96647	-7.43647
479.30372	264.26179	-8.46583
479.00182	263.25297	-8.07980
481.01348	263.11772	-7.35749
480.02409	262.89727	-7.28480
400.79225	98.09225	-7.00882
387.71498	125.47606	-7.39246
357.23223	50.05233	-8.61826
360.72947	53.70948	-8.07576
368.04975	46.19789	-7.40132
360.14062	41.13213	-7.85448
352.68881	41.08132	-7.76945
358.70286	37.30236	-7.01262
352.04915	33.76029	-9.05737
351.54698	34.73473	-7.44898
352.47061	37.79705	-10.27970
351.95649	33.24392	-7.65594
355.85127	33.40683	-8.66242
357.19636	35.29070	-8.13165
301.72182	37.82246	-8.84082
312.61108	31.49755	-7.10056
312.64695	32.01316	-8.32553
322.89356	36.94068	-8.69780
324.68701	35.71366	-7.88696
325.40439	33.23271	-7.93611
328.18126	37.76268	-7.48516
330.99399	36.39816	-9.42599
330.16900	34.80348	-7.86547
329.84618	33.74758	-7.86901
333.71705	35.35347	-9.94978
333.61244	37.55195	-8.11700
326.40275	37.69617	-9.02175
328.01088	36.02751	-7.31785
331.86382	37.74773	-7.50534
296.80178	165.78544	-7.53890
299.95228	164.71012	-7.29567
308.05272	164.29837	-7.52931
304.06228	168.87168	-8.10373
194.56292	108.62282	-8.70261
319.39931	32.25304	-8.50965
320.47837	31.69184	-7.83305
240.68758	172.36369	-7.07057
230.90428	180.86541	-8.26552
348.27393	87.96147	-7.26978
345.84977	90.63372	-8.02223
361.61723	85.62251	-7.34676
366.43265	80.93038	-7.29980
327.54458	36.05815	-7.39841
318.66399	35.44090	-7.83474
325.20113	41.56779	-9.46861
306.63589	180.48280	-7.41297
294.58089	184.67874	-8.15589
297.14852	182.43319	-7.44189
299.30963	179.96345	-8.64471
300.01505	171.94521	-7.13370
300.06288	170.99393	-8.36791
305.14732	174.75869	-8.91292
304.13103	174.95373	-8.71133
304.45086	171.42735	-9.02448
301.10906	171.30480	-7.31638
301.10906	172.72238	-8.69491
303.03404	174.42691	-7.68258
309.73558	172.36966	-8.95380
307.29648	170.88932	-7.85288
306.70763	170.27805	-7.93178
305.75411	170.20930	-8.60255
306.21443	170.40583	-7.44051
365.29082	38.72591	-8.13639
361.38707	34.85131	-8.37608
327.29948	34.75042	-7.53627
328.73424	32.92035	-8.06136
330.88340	32.65582	-7.92610
333.89042	36.82037	-7.88063
332.41381	37.41445	-7.86073
333.21489	36.01331	-7.36015
326.64785	31.60814	-9.25425
328.56984	32.29862	-8.88183
326.47748	32.25453	-8.96701
329.47254	32.36588	-7.23813
338.71481	39.63310	-8.39664
335.19964	36.43702	-10.74338
336.34745	33.00554	-8.80728
340.80419	32.68646	-10.29842
341.77265	32.91961	-10.70451
335.41785	35.70095	-8.03047
337.24418	37.56465	-7.79967
343.56312	36.92499	-7.10469
347.51171	35.47378	-7.67861
346.51036	46.90556	-7.62159
343.87398	57.66031	-8.93665
342.51694	34.64805	-9.41907
339.68328	37.40324	-7.85827
344.60930	37.42417	-8.28410
345.79597	36.88837	-7.49243
344.37316	33.20357	-7.96273
348.31876	36.18519	-8.82895
351.09862	39.37754	-7.98475
344.35822	40.44240	-7.71291
346.90791	38.21926	-8.76882
349.32011	34.07863	-7.49218
345.71228	41.31521	-7.15313
344.53457	43.44943	-7.69869
348.65653	42.25454	-8.96243
345.79896	45.75401	-7.23359
340.93272	43.09970	-7.57916
338.90313	44.51877	-10.15795
336.72109	41.11868	-10.27947
209.27223	46.44823	-7.02006
357.15452	51.23152	-9.77380
353.37630	43.28503	-8.96618
352.68284	42.83367	-8.15683
352.80539	45.19879	-7.76701
355.51052	49.23033	-7.09815
235.43276	296.93480	-7.18119
229.90892	300.31845	-7.38431
232.16568	299.28198	-8.30199
314.15046	68.22451	-7.41051
569.64301	127.52134	-7.84141
308.42636	168.87467	-7.56889
307.64620	170.46188	-7.98994
375.40590	45.27128	-7.93366
369.03017	46.29579	-7.23449
373.59153	47.35542	-7.55782
364.30143	46.07534	-8.76939
354.49124	53.97925	-8.93221
340.23925	31.87641	-7.65834
280.34982	45.91393	-7.48682
265.70926	51.42357	-8.47977
257.92268	73.03619	-8.63211
223.54215	98.42404	-8.60096
309.49346	31.62309	-8.28483
303.44653	33.46362	-10.26824
302.80985	37.84488	-6.91343
302.80985	37.84488	-7.72593
311.63664	34.85579	-7.50711
315.11594	36.54537	-8.53784
337.22625	98.48606	-7.90130
376.76295	59.19222	-7.36910
377.80913	42.19774	-8.01336
387.12613	37.39876	-7.73368
330.85350	42.02064	-8.73427
329.36195	46.02901	-10.84178
332.18365	41.27710	-8.29867
331.51110	41.26739	-8.33218
333.77385	43.00405	-7.38952
333.70211	42.70963	-7.15196
325.97232	55.09941	-8.46417
321.89819	55.60083	-7.65523
320.18245	49.66673	-8.10879
321.67700	46.17025	-7.73032
308.20217	170.59489	-7.84759
384.76176	167.87781	-7.24511
569.40388	88.16398	-8.84907
520.88795	55.07400	-7.49434
317.97949	37.37186	-9.62754
322.33460	32.03708	-7.62220
476.28772	281.89294	-7.95745
478.76269	267.81881	-8.20573
286.42366	51.05293	-7.89514
291.53799	44.01735	-7.42646
291.38555	37.30385	-7.52310
298.59524	33.36199	-8.65939
296.92134	33.71171	-8.11437
301.61123	68.25290	-8.26862
305.59868	64.94099	-7.90522
205.44620	68.03171	-7.41478
205.89456	87.27548	-7.03715
359.49198	36.11943	-7.89261
367.39813	36.66942	-7.18751
376.40725	33.74983	-8.03598
426.49246	80.96700	-7.73323
435.61516	34.17727	-8.45984
291.91163	54.17055	-7.76376
381.68598	212.13429	-7.66896
563.33304	114.23185	-8.58448
388.79404	71.20911	-8.38946
335.87518	31.97580	-7.98025
328.63261	31.17398	-8.87006
216.01861	142.74179	-7.72423
470.96415	67.78735	-7.61188
326.92285	44.09208	-8.22378
460.23033	254.27748	-7.95695
481.84743	236.54096	-7.76095
418.03034	83.83653	-7.64664
387.30249	70.74281	-7.27395
399.62651	41.84428	-8.19006
408.32775	68.14380	-7.87273
404.12210	70.17265	-6.94440
570.27371	125.32511	-7.57601
570.60849	129.20794	-8.44898
297.32487	32.69542	-7.45999
267.64021	35.62100	-7.82915
264.50166	150.97450	-9.61423
335.49257	32.13049	-7.55854
338.14988	36.33091	-9.46003
339.68029	33.80512	-8.17692
339.72214	35.23092	-7.78022
337.42950	34.80273	-7.81272
335.17872	33.41804	-7.79355
285.14433	98.01005	-7.55723
382.46016	69.51505	-7.77716
596.01576	90.25112	-7.25274
341.43489	33.08326	-7.40631
428.25602	144.23111	-8.64336
227.57145	56.82785	-7.82886
223.30601	54.33121	-8.46323
296.03060	42.17682	-9.29800
299.36941	57.40699	-8.77569
315.20262	52.22390	-8.59352
312.92793	47.39727	-9.98983
301.27645	43.25738	-7.37688
301.14493	57.63117	-8.08496
367.17694	60.97521	-7.25103
303.64082	165.00305	-7.86462
302.57969	168.59519	-7.54611
304.70195	169.18030	-7.96514
305.11743	169.11155	-7.72134
303.58104	168.69906	-7.52291
305.77503	168.77827	-10.79455
306.26823	168.98377	-8.90446
305.60465	169.69443	-8.75451
307.17393	170.05162	-8.20070
306.59703	169.87377	-8.84052
306.76442	170.58293	-8.78890
306.50736	171.13442	-7.23153
213.74391	232.76126	-7.24201
265.66442	130.43944	-7.58081
550.65033	94.51804	-8.65468
376.84665	34.56734	-7.57903
374.22222	36.43328	-8.25016
374.65564	40.54403	-7.15047
410.10925	34.11151	-7.68178
388.21715	52.82919	-7.50586
387.22776	55.32359	-8.60866
390.24973	32.58034	-7.95679
312.83228	172.57666	-8.69940
305.44623	175.36623	-8.16075
304.48374	168.83880	-7.85827
311.70240	169.44633	-7.87804
313.18798	170.06507	-8.00175
317.17841	181.44454	-8.05014
313.56759	180.53212	-8.08375
303.70957	183.08406	-8.08718
308.28587	177.57292	-8.17545
308.67744	175.77872	-7.53715
306.60899	175.58742	-8.45366
594.67665	70.06205	-7.46567
324.22071	31.56779	-6.94083
331.64561	39.65627	-7.23073
330.13612	40.57840	-11.77407
306.35790	169.39627	-7.72013
305.74514	174.39776	-9.81946
310.66817	173.87243	-8.30061
349.57119	115.31987	-7.85361
314.35073	35.21523	-6.98836
302.61257	34.79526	-8.92299
287.90326	31.77927	-7.75894
294.13551	38.78719	-7.30800
297.83601	40.24064	-7.61974
347.71198	35.83098	-7.33123
343.90985	31.94367	-7.42648
337.95558	38.99344	-8.45358
339.69524	38.70574	-8.11640
264.54052	35.10837	-8.86819
253.56757	38.68780	-8.31179
256.42813	34.84832	-7.65050
522.26293	55.91244	-7.04418
378.18576	64.80050	-8.53463
569.45769	120.43197	-7.39787
568.77020	118.18791	-8.88728
568.77020	118.18791	-8.54905
569.56529	118.46515	-9.40585
569.23350	119.86255	-7.05225
568.32183	120.19658	-6.95185
567.97211	120.40058	-7.42451
568.21422	120.36471	-7.22722
568.21422	120.36471	-7.46392
568.59982	120.61953	-6.91949
568.65362	120.75703	-8.42406
568.80905	120.52762	-7.08237
568.57292	120.17192	-7.87958
568.75525	120.48727	-7.39348
568.75525	120.48727	-8.18314
568.10363	120.63672	-7.11603
567.73597	120.55153	-7.03179
567.55961	120.63747	-7.21172
